"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindSpeed3pm","Humidity3pm","Pressure3pm","Cloud3pm","Temp3pm","RainToday","RainTomorrow"
"115411",9.9,26.6,0,10.2,13.3,35,37,1011.9,1,24.7,"No","No"
"64640",8.3,15.8,0.4,1,4.6,28,60,1018.7,6,14.4,"No","Yes"
"119169",12.2,19.5,6.8,4.4,0.2,19,79,1012.4,7,16.9,"Yes","Yes"
"75995",8.7,16.1,0,2.8,3.6,15,94,1013.9,7,12.1,"No","Yes"
"65594",10,23.3,0,10.6,13.3,19,33,1018.2,1,22.2,"No","No"
"118309",18.2,33.5,0,9.2,12.1,11,28,1014.6,4,33.1,"No","No"
"99024",4.8,23.9,0,5.2,9.8,20,43,1015,7,21.2,"No","No"
"38923",14.1,23,0,4.6,3.6,19,80,1017,7,19,"No","Yes"
"92217",17.3,29,0,11,11.3,31,44,1012.1,1,27.6,"No","No"
"73554",12.9,28.4,0.4,4,11.4,19,44,1014.4,8,27.7,"No","No"
"100514",5.1,15.2,0,1.4,8.8,15,62,1026.7,2,13.4,"No","No"
"97602",8.4,13.8,0,3.6,3.9,24,54,1026.6,6,12.6,"No","No"
"45445",6.7,22.6,0,4.6,5,9,44,1015.6,2,21.4,"No","No"
"44557",1.2,14.5,0,1.2,8.9,6,43,1023.5,1,13.9,"No","No"
"21729",17.6,25.3,0,5,9.6,19,65,1016.4,7,23.3,"No","No"
"68141",7.6,17,0,1,0,9,62,1018.6,7,16.5,"No","No"
"73182",13.2,18.5,0,5.4,12,24,54,1022.6,7,17.2,"No","No"
"116491",19.8,32.3,0,12,12.2,17,22,1016.6,0,31.7,"No","No"
"100420",16,30.4,0.4,5.6,10.4,13,28,1021.4,4,29.4,"No","No"
"70401",10,23.1,0,3,8.2,9,47,1021,5,22.1,"No","No"
"12085",-0.4,17.9,0,3.6,10.3,19,31,1022.2,1,17.6,"No","No"
"44478",12.9,31.8,0,6,11.3,9,24,1019.3,3,30,"No","No"
"84648",18.1,29,0,11,12.4,15,53,1011.6,2,26.6,"No","No"
"66368",15.3,30.4,0,6.6,10.5,13,26,1021,2,29.4,"No","No"
"91100",22.2,29.1,1.2,4.2,9.5,33,53,1014.9,2,27.3,"Yes","No"
"138876",25.5,33.7,0.8,5.4,9,15,53,1007.9,1,32.8,"No","No"
"45538",15.8,37.5,0,8.4,13.3,9,23,1012.7,1,36.9,"No","No"
"98836",8.9,10.4,19.8,4,0,33,93,1002.1,8,8.2,"Yes","Yes"
"133494",9.3,25,1.8,2.2,8.2,11,40,1019.6,1,24.2,"Yes","No"
"61028",1.6,15.3,0.2,1.7,0.5,4,56,1014,8,15.1,"No","No"
"77389",6.3,23.2,0.2,3.2,6.2,13,43,1001.6,7,20.8,"No","No"
"67349",5.2,14.8,0,2,8.2,24,44,1019.1,6,13.3,"No","No"
"117925",21.2,31.7,0,10.2,11.9,17,49,1008.4,1,30.8,"No","No"
"99982",12.1,33.8,0,10,13.7,22,14,1008.9,0,32.5,"No","No"
"62843",11.3,21.2,0,5,5.1,13,42,1017.1,7,20,"No","No"
"33183",19,26.6,0,4.8,4.3,31,52,1020,7,25.6,"No","No"
"9723",17.9,25.2,9.4,2.2,8.4,24,68,1018,7,24.2,"Yes","No"
"36697",-1.9,11.4,0,2.4,1.4,13,61,1015.9,6,10,"No","Yes"
"101145",7.9,27.3,0,4.4,10.1,22,17,1019.6,3,26.6,"No","No"
"12766",6.5,17.4,0.2,3.2,10.1,35,29,1016.4,1,17.1,"No","No"
"86543",20.4,31.5,0,10,8.6,20,62,1011.4,3,29.4,"No","No"
"36869",14,24.8,34.2,1.2,10.1,39,39,1004.3,6,24.2,"Yes","No"
"119752",13.1,22.1,0,2.6,0.1,9,53,1015.2,8,21.7,"No","Yes"
"73224",11.3,14.7,0,2.6,0.3,19,65,1025.9,8,14.1,"No","No"
"132903",16.6,26.6,0,9.6,13.3,24,39,1009.6,1,25.9,"No","No"
"38944",10.5,21.2,29.6,0.6,9.2,7,55,1019.6,1,20,"Yes","Yes"
"85974",23.4,31.2,1.6,5.6,5.9,11,71,1004.7,7,29.5,"Yes","Yes"
"69639",15.3,23.9,10.4,9.6,6.1,22,40,1019.5,7,21.2,"Yes","No"
"34268",16.9,26.1,2,4.8,6.8,31,54,1020.7,6,24.2,"Yes","Yes"
"59897",4.5,11.7,5.6,1.8,7.1,28,51,1018.8,6,9.1,"Yes","No"
"35615",16.5,25,7,2.8,10.7,22,60,1007,2,22.9,"Yes","No"
"115711",10.5,21.8,1.6,5.2,10.6,19,39,1017.3,4,20.9,"Yes","No"
"64002",3.1,13.5,0,2.4,4.6,19,51,1022,7,12.5,"No","No"
"45936",2.1,18.3,0,4.6,9.3,9,52,1030.2,1,15.5,"No","No"
"31753",8.2,18.1,0,4,9.9,24,36,1010.8,1,16.2,"No","No"
"64228",5,17.7,0,3.4,5.6,6,43,1023,7,16.8,"No","No"
"116730",13.9,33.1,0,6.2,11.6,30,62,1012.2,4,22.9,"No","Yes"
"129749",9.6,23.1,0,5,12,22,34,1018.1,1,22.2,"No","No"
"22026",18.1,24.7,0,6.2,5.6,15,55,1011.5,6,23.7,"No","No"
"126963",11,14.6,6,4.6,4.6,26,53,997.3,3,11.7,"Yes","Yes"
"83130",13.2,20.8,0.6,2.6,0.7,6,63,1015.8,7,20,"No","Yes"
"118578",18.5,37.2,0,12.4,13,11,10,1013.8,1,36.3,"No","No"
"120214",4.6,15.5,12.6,1.6,6.5,6,55,1021.5,7,14.6,"Yes","Yes"
"103501",6.1,16.4,0,3,8.4,30,45,1024.3,6,15.7,"No","No"
"67400",16.4,16.6,0,10.2,0.9,7,89,1007,7,14.2,"No","Yes"
"86115",11.9,24.4,0,4.6,11,17,39,1012.6,0,23.9,"No","No"
"135290",2.9,21.7,0,11,11.5,22,6,1020.7,0,20.4,"No","No"
"133728",22,33.2,3.8,6.4,9.6,24,45,1005.5,5,32.4,"Yes","Yes"
"45473",11.7,26.1,0,6,4.5,17,55,1016.2,7,23.9,"No","No"
"85303",23.5,31.4,29,5,7.6,24,63,1009.1,7,29.8,"Yes","Yes"
"91284",24.1,34.6,0,7.2,12,15,38,1006.6,3,33.7,"No","No"
"92819",18.2,27.3,0,5,10.2,17,24,1011.2,1,26.6,"No","No"
"78259",15.2,35.4,0,8,11,15,25,1005.3,3,33.9,"No","No"
"20883",15.7,20.3,0.8,4.2,4.8,9,76,1016.3,4,18.9,"No","No"
"118290",13.3,26.1,0,10,12.9,31,36,1015.5,5,24.2,"No","No"
"33056",6.7,18.1,0,1.8,4.1,17,49,1016.6,7,17,"No","No"
"93203",13.9,27.4,0,10.4,10,30,59,1016,2,25.5,"No","No"
"138074",16.2,30.7,0,6,11.1,24,45,1012.6,0,28.6,"No","No"
"129233",12.3,29,0,8.8,11.3,33,19,1008.5,6,28.3,"No","No"
"70570",17.2,23.8,0.1,6.3,4.1,15,83,1025.2,6,15.2,"No","Yes"
"35394",19.3,24.3,0.4,6.8,6.7,17,65,1022.1,2,23.4,"No","Yes"
"98601",10.2,20.4,0,3.2,2.2,39,61,1001.6,5,17.5,"No","Yes"
"133231",12.3,33,0,15.2,12.7,19,2,1011.9,5,32.3,"No","No"
"59753",9.3,22.4,0.4,7.4,10.3,24,40,1021.8,1,20.7,"No","No"
"114717",15.7,30,12.6,8,13.2,20,39,1013.9,1,28,"Yes","No"
"37068",0.2,17.2,0,1.2,9.2,11,61,1014.6,6,14.9,"No","No"
"37719",9.6,24.2,0,1.8,8.1,30,34,1013.4,2,23.5,"No","No"
"83212",18.1,24.8,0,7.8,6.1,9,62,1010.6,3,22.6,"No","No"
"65002",5.4,17.5,0,0.8,5.4,22,55,1027,5,16.6,"No","No"
"138094",21.5,32.4,0,6,11,22,40,1011.8,1,31.4,"No","No"
"13314",17.4,32.3,0,9.4,11.2,20,34,1011.9,5,30.3,"No","No"
"61572",16.2,20.3,0.4,4.8,0,13,83,1018.2,8,19.5,"No","Yes"
"65798",5.9,12.8,14,1,5.7,31,55,1025.7,7,11.7,"Yes","No"
"68419",3.4,22.1,0,4.4,10.9,20,16,1012.8,0,21.5,"No","No"
"120793",19.5,29.9,0,7,11.3,17,39,1011.1,0,29,"No","No"
"34432",11.6,24.7,0,4.2,10.7,35,15,1007.4,1,23.6,"No","No"
"74394",12.8,18,0,7.8,0.1,19,71,998,8,16.3,"No","Yes"
"118568",14.8,29.7,0,6.4,8.1,13,34,1010.8,6,27.2,"No","No"
"65577",26,34.7,0,16.4,10.7,28,58,1007.1,6,24.6,"No","No"
"91426",20.5,25.6,0,6.6,1.4,13,58,1020.1,7,24.3,"No","No"
"101933",-0.1,10.2,0,1,6.2,9,52,1031.3,7,9.7,"No","No"
"22608",15.1,20.7,0,3,9.7,7,80,1016.8,2,19.1,"No","No"
"92685",24.4,29.9,0,8,4.6,31,64,1012.1,6,28.5,"No","Yes"
"70745",8.2,24.6,0,4,7.4,9,28,1021.1,8,24,"No","No"
"39082",7,27.3,0,8.4,11.1,26,15,1008.2,0,26.9,"No","No"
"120137",8.2,20.4,0,1.8,4.8,9,57,1020.2,4,19.7,"No","No"
"138773",16.6,30.6,0,5,11,22,32,1010.6,1,29.8,"No","No"
"100736",23.3,41.7,0,14.6,13.4,20,16,1008.5,2,41.1,"No","No"
"39328",10.8,18.8,0,3.6,0.8,26,87,1008.3,7,18,"No","Yes"
"103604",7.3,18.8,0,6.4,11.6,22,27,1027.3,0,17.8,"No","No"
"21037",20.7,25.4,0,6.4,4.2,20,60,1016.6,6,24.4,"No","No"
"70893",3.7,17.9,0.4,2.2,9.9,11,47,1026.4,3,17.1,"No","No"
"61515",12.4,23.2,0,7,12.5,31,64,1015.4,5,22.3,"No","No"
"60385",5,25.5,0,5.8,10.3,24,25,1025.5,1,24.6,"No","No"
"32261",18.2,26.3,0.2,7.4,11.1,22,65,1008.7,1,23.8,"No","No"
"129457",7.6,16.4,5,3.6,7.9,22,39,1006.1,3,15.5,"Yes","Yes"
"118670",21.4,33.8,0,8.6,12.8,9,41,1004.4,2,31.8,"No","No"
"63514",18.5,26.7,0,5,8.5,20,56,1012.9,4,25.2,"No","No"
"100032",12.9,30,0,8.8,12.1,13,12,1015.9,3,28.6,"No","No"
"9666",21.8,25.2,17.4,7,0.9,33,90,1010.3,8,23.7,"Yes","Yes"
"92378",14.3,28.1,0,7.6,10.4,19,55,1012,4,26.3,"No","No"
"98953",2.6,19.5,0,1.8,9.9,11,44,1026.4,7,18.7,"No","No"
"126913",10.4,16.8,33,9.6,2.3,22,87,1006.1,8,14.3,"Yes","Yes"
"64709",7.7,15.5,0.6,3.6,3.5,22,46,1025.5,7,14.1,"No","No"
"44963",3.7,11.1,0,2.6,8.6,28,66,1013.2,2,9.3,"No","No"
"103580",7.5,16.9,0,2.6,4.6,19,48,1020.6,7,16,"No","No"
"37463",6.8,23.8,0,2.8,8.8,17,40,1011.4,6,23.2,"No","No"
"22581",14.4,18,0.2,2.4,9.8,28,57,1021.6,3,17.6,"No","No"
"84364",20.9,34.3,0,9.2,12.5,13,49,1007,1,32.5,"No","No"
"63664",10.7,20,1.2,1.6,6.5,33,48,1013.4,7,18.7,"Yes","No"
"128936",11.1,18.7,2.2,4.2,0.5,15,74,1014.3,7,17.1,"Yes","Yes"
"93230",19.8,29,0,10,11.3,37,48,1023.3,1,27,"No","No"
"71150",10.8,17.8,6.6,0.2,0.8,11,79,1014.6,6,16.8,"Yes","No"
"64560",15.9,22,8,2.6,4.3,15,64,1016.1,7,20.1,"Yes","No"
"136495",27.8,32.2,0,6.2,4.8,31,63,1004.9,7,31.8,"No","No"
"36857",18.9,31,0,8,12.6,35,15,1008.6,2,29.9,"No","No"
"136932",20.1,32.1,0,5.2,9.7,15,54,1008.9,5,30.4,"No","No"
"68391",5.3,16.6,0.2,1.2,5,19,56,1024.1,7,16.1,"No","No"
"117473",12.4,24.1,0,9.2,12.6,31,46,1016.4,0,22.5,"No","No"
"66782",4,15.7,0,1.4,1.9,20,56,1016.6,7,14.5,"No","Yes"
"134459",2,18,0,4.2,6.8,19,33,1018.3,6,17.4,"No","No"
"96968",18.2,20.6,0,12.2,2.3,30,64,1007.2,8,19.8,"No","No"
"10469",7.2,18.5,0,3.6,9,19,57,1023.2,2,17.7,"No","No"
"66969",13.5,23.8,6.6,10.6,11.8,15,42,1006.6,6,20.4,"Yes","No"
"119614",18.4,28.4,0,9.4,10.9,11,63,1008.2,8,24.5,"No","No"
"100871",5.8,11.2,0,1.2,7.9,19,57,1029.4,5,10.4,"No","No"
"129753",8.9,21.8,0,4,11.1,17,43,1021.1,4,21.3,"No","No"
"92605",22.7,32.9,1,11.2,11,41,44,1010.8,7,31.5,"No","No"
"105538",13.1,24.7,0,8.6,10.9,20,37,1023.3,0,24,"No","No"
"63947",8.1,11,3.4,1.4,0,52,89,1005.8,8,9.4,"Yes","Yes"
"120388",24.5,27,0,15.8,1.3,7,88,1006,8,20.5,"No","Yes"
"73413",2.5,16.3,0.2,3.4,12.2,13,69,1026.2,6,16,"No","No"
"73549",14.3,31.7,0,9,9.4,28,32,1011.6,5,30.9,"No","No"
"38197",7,22.7,0,3,11.1,6,50,1024.4,1,22.7,"No","No"
"69042",4.8,15,0,2.2,8.8,17,50,1027.6,3,14.8,"No","No"
"83423",12.5,25.4,0,2,9.7,6,31,1019.1,1,24.4,"No","No"
"118863",4.9,22.2,0,3,11.3,15,36,1014.8,2,21.6,"No","No"
"33064",9,17.5,0,6.2,10.4,19,44,1026,1,17,"No","No"
"64514",12.5,23.7,0,13.8,12.7,30,42,1018.3,1,22.6,"No","No"
"44970",3.9,12.8,0,1,1.3,6,65,1018.4,7,11.7,"No","No"
"104482",12,13.2,8,4,0,35,95,1008.7,8,12,"Yes","Yes"
"64513",19.8,41.2,0,18.4,11.8,37,32,1011.8,3,28.5,"No","No"
"118245",20.9,35.5,0,11,13.1,19,37,1009.1,1,32,"No","No"
"103783",11.3,23.2,0,4,2.9,22,40,1012.6,0,21.6,"No","No"
"117914",19.8,27.1,0,9,10.7,22,52,1011.8,1,26.5,"No","No"
"32614",17.3,23.9,0,7.4,12.8,28,53,1021.9,1,23.1,"No","No"
"65516",8,18.5,0.6,5.8,12.7,22,41,1010.9,5,16.6,"No","No"
"103035",22.9,40.9,0,16,12.1,15,11,1009.5,0,39.5,"No","No"
"36317",10.6,29.5,0,4,8.4,17,26,1014.9,6,28.4,"No","Yes"
"37997",16.7,30.2,0,8,11.5,22,38,1010.4,6,29.2,"No","No"
"33012",9.2,16.4,0,2.2,0.2,9,83,1005.2,7,14.9,"No","No"
"38160",4.4,12.5,0,0.4,2.2,15,67,1023.9,7,11.2,"No","No"
"37989",22.3,30.3,0,10.4,4.1,17,42,1013.9,7,27.9,"No","Yes"
"76493",20.5,28,11.2,1,2,22,70,1002.9,7,27.1,"Yes","No"
"60116",15.2,24.9,0,4.8,9.4,22,58,1014.3,1,23.5,"No","No"
"44773",14.2,30.8,0,6.8,11,17,23,1009.6,1,29.2,"No","No"
"114821",10,27.4,0,4.2,7,9,20,1023.5,7,26.7,"No","No"
"103920",12,18.6,0,6.6,10.2,24,15,1020.3,0,17.8,"No","No"
"13726",13.5,22,0,4,0,11,41,1022.1,7,21.7,"No","No"
"39722",10.4,15.9,22,18,0,35,73,1014.5,8,14.4,"Yes","Yes"
"138151",23.5,33.6,5.6,7.6,8.3,17,56,1010.1,6,32.7,"Yes","Yes"
"68060",13.7,19.4,0,6,11.8,15,52,1022.3,1,18.2,"No","No"
"116397",14.2,27.6,0,8,12.4,24,48,1005.2,1,25.9,"No","No"
"77655",9.5,15.8,0.8,1,4.6,17,91,1018.5,6,12.6,"No","Yes"
"92481",15.8,29.7,0,7,10.7,17,46,1012.8,0,28.1,"No","No"
"98443",10.7,20.9,0,3.2,8.1,20,43,1027.7,2,20.2,"No","No"
"37905",10.8,23.3,12.4,3.6,13.5,20,27,1017.6,1,21.6,"Yes","No"
"137930",23.3,33.4,0,8.4,11.4,17,42,1008.5,3,32.7,"No","No"
"35379",15.2,21.6,1,5.4,11,28,47,1011.4,1,20.9,"No","No"
"138639",24.6,33.8,28.6,4.4,10.6,20,67,1006.6,6,32.6,"Yes","Yes"
"20946",17.6,22.1,0,5.4,3.5,28,71,1022.2,7,20.6,"No","No"
"128991",9.5,15.5,1.4,4.4,8.9,24,49,1022.1,6,14.2,"Yes","No"
"20811",13.6,17.1,8.8,2,7,35,68,1004.8,7,16.5,"Yes","No"
"39625",5.2,17.5,0,2.6,4.5,39,37,1008,7,16.1,"No","No"
"97403",11.2,22.6,0,5.4,12,31,42,1020.7,1,21.6,"No","No"
"9035",15.9,23.9,1.2,4.2,9.5,41,50,1011.4,4,22.9,"Yes","Yes"
"85299",24.8,31.4,2.8,5.2,8.3,15,72,1006.6,3,30.2,"Yes","Yes"
"118607",17,31.3,0,10.8,13.2,15,25,1006.9,4,30.3,"No","No"
"82174",18.9,28.5,0,9.4,6.9,13,60,1013.4,7,24.5,"No","Yes"
"13874",19.3,35.8,0,15,13,7,21,1009.9,1,34.4,"No","No"
"36379",8.7,17.4,0,2,9.1,11,57,1025.3,2,17.2,"No","No"
"134816",5.5,18.4,0,4.8,10.4,24,30,1024.5,0,17.6,"No","No"
"69634",9.6,27,0,5.2,10.6,11,30,1016.3,1,25.8,"No","No"
"37571",12.2,32,0,4.6,12.1,13,21,1008.8,1,30.7,"No","No"
"115217",5.6,21.4,0,1.6,8.6,17,47,1020.7,6,21.1,"No","No"
"133857",2.7,24.9,0,7.4,11.1,13,12,1021.3,0,24.5,"No","No"
"45430",12.2,19.9,38.6,4.6,10.4,26,62,1010.2,3,19.6,"Yes","Yes"
"21925",13.4,18.5,0,5.6,5.6,22,75,1015.4,3,17.1,"No","No"
"87177",16.9,26.6,0,3.6,10,9,59,1014.9,2,25.5,"No","No"
"120067",21.3,26.5,2.4,3.4,9.8,17,61,1011,4,24.8,"Yes","No"
"13235",13.7,32.4,0,8.2,12.4,15,18,1011,1,30.5,"No","No"
"138060",17.8,31.4,0,11.6,11.1,22,28,1012.8,0,29.5,"No","No"
"104720",28.5,44.7,0,20.8,7.9,31,9,1007.9,4,43.6,"No","No"
"21693",20.2,24.6,0,5.4,6.8,22,81,1008.5,6,24.1,"No","No"
"44473",4.4,21.8,0,6.2,12.1,15,31,1019.3,1,20,"No","No"
"115105",20.3,27.9,0,4,7.4,20,60,1014,1,26.5,"No","No"
"22459",20.2,22.7,0.4,2.4,0,17,92,1012.7,8,21.8,"No","Yes"
"138427",21.1,32.9,0,8,11,17,20,1011.4,0,31.9,"No","No"
"73377",7.6,12.9,0.2,0.2,7.9,17,55,1016.2,7,11,"No","Yes"
"34599",19.8,28.7,0,9.4,13,46,44,1018.2,1,27.6,"No","No"
"93339",25.3,32.5,1,9,11.1,30,59,1012.6,6,30.8,"No","No"
"129785",15.2,16.3,0.2,5.8,0.6,17,89,1004.7,7,14.7,"No","Yes"
"65747",11,14.5,0.6,5.2,4,35,52,1016.2,4,13.7,"No","Yes"
"116743",8.8,28.7,0,7.2,12.6,26,35,1019.5,6,26.3,"No","No"
"84170",9.1,23.6,0,3,10,9,49,1020.8,1,22.2,"No","No"
"96982",6.2,23.1,0,5.6,13.6,22,45,1013.3,4,22.3,"No","No"
"12381",6.5,22.8,0,3,2.1,13,26,1016,4,22.6,"No","No"
"83863",13.4,23.4,0.6,6.8,7.1,17,53,1025.5,7,21.4,"No","Yes"
"138200",24.5,33.6,15.6,6.6,6.5,13,52,1005.8,4,33.2,"Yes","No"
"76433",15.7,31.8,0,8,2.2,22,49,1004.7,7,29.4,"No","Yes"
"76874",20.9,25.3,7.2,11.4,0,9,96,1012,8,24.3,"Yes","Yes"
"70931",5.2,18.8,0,3,6.4,20,43,1020.4,7,16.7,"No","No"
"102535",9.5,28.2,0,6.1,10,22,29,1011.5,5,26.6,"No","Yes"
"33779",14.3,16.8,0,4,4.2,20,56,1029,7,15.6,"No","No"
"86311",26.8,36.1,3.4,5.4,5,20,71,997.8,7,31.9,"Yes","No"
"104354",15.6,30.1,0,15.4,11.1,11,16,1017.8,0,28.2,"No","No"
"67786",9.2,14.4,4.8,0.8,7.5,6,62,1006.7,4,13.3,"Yes","No"
"35847",14.5,30.4,0,17,12.9,28,8,1010.9,0,28.5,"No","No"
"77256",13.8,17,0.4,5,4.5,17,46,1010.6,7,16.4,"No","No"
"74881",12.5,16.7,0,3.4,5,22,75,1018.1,8,14.2,"No","No"
"129264",11.1,25.1,0,6.4,3,17,38,1007.7,7,24.6,"No","No"
"134022",24.4,32.7,0,15,12.5,31,23,1002.9,0,31.6,"No","No"
"44511",6.9,18.9,0,4.2,4.1,9,45,1025.4,4,17.8,"No","No"
"33957",22.5,30.3,0,5,6.1,20,52,1014.7,5,28.8,"No","No"
"35635",18.3,26.2,0,6.4,4.4,33,48,1009.1,2,26.1,"No","No"
"119275",14,26.6,0,8,12,24,52,1014.6,0,23.5,"No","No"
"71153",9.5,22.6,0,3.6,7.8,24,35,1016.9,1,22.4,"No","Yes"
"133212",6.3,26.9,0,23.4,12.3,28,5,1019.4,0,26.4,"No","No"
"22131",14.4,21.1,6,5.4,4.6,26,65,1009.5,6,19.3,"Yes","No"
"21701",21,25.2,0,4.4,5.6,26,80,1015.2,6,23.4,"No","No"
"60866",14.7,22.1,0.6,4.8,10.2,26,59,1017.2,5,20.6,"No","No"
"85038",21.1,27.7,3.6,2.6,5.2,22,61,1015.7,6,25.9,"Yes","No"
